"Error","Query","Table","Variable","PID","Info"
"Logic","Duplicate Record","tblCEP","patient&cep_d&cep_id","118","patient=118&cep_d=2016-01-15&cep_id=AMI"
"Value Error","Unexpected Code","tblCEP","cep_d_a","114","cep_d_a=X"
"Value Error","Unexpected Code","tblCEP","cep_id_cep_spec","116","cep_id_cep_spec=HEP-IIIIIIII"
"Value Error","Unexpected Code","tblCEP","cep_id_cep_spec","206","cep_id_cep_spec=STR-XXXX"
"Value Error","Unexpected Code","tblCEP","cep_id_cep_spec","207","cep_id_cep_spec=STR-YYYY"
"Value Error","Unexpected Code","tblCEP","cep_id_cep_spec","208","cep_id_cep_spec=STR-ZZZZ"
"Value Error","Unexpected Code","tblCEP","cep_id_cep_spec","209","cep_id_cep_spec=USAB-NONO"
"Value Error","Unexpected Code","tblCEP","cep_id_cep_spec","211","cep_id_cep_spec=STR-XXXX"
"Value Error","Unexpected Code","tblCEP","cep_id_cep_spec","212","cep_id_cep_spec=STR-YYYY"
"Value Error","Unexpected Code","tblCEP","cep_id_cep_spec","213","cep_id_cep_spec=STR-ZZZZ"
"Value Error","Unexpected Code","tblCEP","cep_id_cep_spec","214","cep_id_cep_spec=USAB-NONO"
"Value Error","Unexpected Code","tblCEP","cep_id_cep_spec",NA,"cep_id_cep_spec=STR-ZZZZ"
"Value Error","Unexpected Code","tblCEP","cep_id_cep_spec","1005","cep_id_cep_spec=LIVD-  "
"Logic","Unexpected Record","tblCEP","patient","105","patient = 105"
"Logic","Unexpected Record","tblCEP","patient","106","patient = 106"
"Logic","Unexpected Record","tblCEP","patient","107","patient = 107"
"Logic","Unexpected Record","tblCEP","patient","108","patient = 108"
"Logic","Unexpected Record","tblCEP","patient","109","patient = 109"
"Logic","Unexpected Record","tblCEP","patient","110","patient = 110"
"Logic","Unexpected Record","tblCEP","patient","111","patient = 111"
"Logic","Unexpected Record","tblCEP","patient","112","patient = 112"
"Logic","Unexpected Record","tblCEP","patient","113","patient = 113"
"Logic","Unexpected Record","tblCEP","patient","114","patient = 114"
"Logic","Unexpected Record","tblCEP","patient","115","patient = 115"
"Logic","Unexpected Record","tblCEP","patient","116","patient = 116"
"Logic","Unexpected Record","tblCEP","patient","116","patient = 116"
"Logic","Unexpected Record","tblCEP","patient","117","patient = 117"
"Logic","Unexpected Record","tblCEP","patient","118","patient = 118"
"Logic","Unexpected Record","tblCEP","patient","118","patient = 118"
"Logic","Unexpected Record","tblCEP","patient","119","patient = 119"
"Logic","Unexpected Record","tblCEP","patient","120","patient = 120"
"Logic","Unexpected Record","tblCEP","patient","121","patient = 121"
"Logic","Unexpected Record","tblCEP","patient","122","patient = 122"
"Logic","Unexpected Record","tblCEP","patient","123","patient = 123"
"Logic","Unexpected Record","tblCEP","patient","124","patient = 124"
"Logic","Unexpected Record","tblCEP","patient","125","patient = 125"
"Logic","Unexpected Record","tblCEP","patient","126","patient = 126"
"Logic","Unexpected Record","tblCEP","patient","127","patient = 127"
"Logic","Unexpected Record","tblCEP","patient","128","patient = 128"
"Logic","Unexpected Record","tblCEP","patient","129","patient = 129"
"Logic","Unexpected Record","tblCEP","patient","130","patient = 130"
"Logic","Unexpected Record","tblCEP","patient","131","patient = 131"
"Logic","Unexpected Record","tblCEP","patient","132","patient = 132"
"Logic","Unexpected Record","tblCEP","patient","133","patient = 133"
"Logic","Unexpected Record","tblCEP","patient","134","patient = 134"
"Logic","Unexpected Record","tblCEP","patient","135","patient = 135"
"Logic","Unexpected Record","tblCEP","patient","136","patient = 136"
"Logic","Unexpected Record","tblCEP","patient","137","patient = 137"
"Logic","Unexpected Record","tblCEP","patient","138","patient = 138"
"Logic","Unexpected Record","tblCEP","patient","139","patient = 139"
"Logic","Unexpected Record","tblCEP","patient","140","patient = 140"
"Logic","Unexpected Record","tblCEP","patient","141","patient = 141"
"Logic","Unexpected Record","tblCEP","patient","142","patient = 142"
"Logic","Unexpected Record","tblCEP","patient","143","patient = 143"
"Logic","Unexpected Record","tblCEP","patient","144","patient = 144"
"Logic","Unexpected Record","tblCEP","patient","145","patient = 145"
"Logic","Unexpected Record","tblCEP","patient","146","patient = 146"
"Logic","Unexpected Record","tblCEP","patient","147","patient = 147"
"Logic","Unexpected Record","tblCEP","patient","148","patient = 148"
"Logic","Unexpected Record","tblCEP","patient","149","patient = 149"
"Logic","Unexpected Record","tblCEP","patient","150","patient = 150"
"Logic","Unexpected Record","tblCEP","patient","151","patient = 151"
"Logic","Unexpected Record","tblCEP","patient","152","patient = 152"
"Logic","Unexpected Record","tblCEP","patient","153","patient = 153"
"Logic","Unexpected Record","tblCEP","patient","154","patient = 154"
"Logic","Unexpected Record","tblCEP","patient","155","patient = 155"
"Logic","Unexpected Record","tblCEP","patient","156","patient = 156"
"Logic","Unexpected Record","tblCEP","patient","157","patient = 157"
"Logic","Unexpected Record","tblCEP","patient","158","patient = 158"
"Logic","Unexpected Record","tblCEP","patient","159","patient = 159"
"Logic","Unexpected Record","tblCEP","patient","160","patient = 160"
"Logic","Unexpected Record","tblCEP","patient","161","patient = 161"
"Logic","Unexpected Record","tblCEP","patient","162","patient = 162"
"Logic","Unexpected Record","tblCEP","patient","163","patient = 163"
"Logic","Unexpected Record","tblCEP","patient","164","patient = 164"
"Logic","Unexpected Record","tblCEP","patient","165","patient = 165"
"Logic","Unexpected Record","tblCEP","patient","166","patient = 166"
"Logic","Unexpected Record","tblCEP","patient","167","patient = 167"
"Logic","Unexpected Record","tblCEP","patient","168","patient = 168"
"Logic","Unexpected Record","tblCEP","patient","169","patient = 169"
"Logic","Unexpected Record","tblCEP","patient","170","patient = 170"
"Logic","Unexpected Record","tblCEP","patient","171","patient = 171"
"Logic","Unexpected Record","tblCEP","patient","172","patient = 172"
"Logic","Unexpected Record","tblCEP","patient","173","patient = 173"
"Logic","Unexpected Record","tblCEP","patient","174","patient = 174"
"Logic","Unexpected Record","tblCEP","patient","175","patient = 175"
"Logic","Unexpected Record","tblCEP","patient","176","patient = 176"
"Logic","Unexpected Record","tblCEP","patient","177","patient = 177"
"Logic","Unexpected Record","tblCEP","patient","178","patient = 178"
"Logic","Unexpected Record","tblCEP","patient","179","patient = 179"
"Logic","Unexpected Record","tblCEP","patient","180","patient = 180"
"Logic","Unexpected Record","tblCEP","patient","181","patient = 181"
"Logic","Unexpected Record","tblCEP","patient","182","patient = 182"
"Logic","Unexpected Record","tblCEP","patient","183","patient = 183"
"Logic","Unexpected Record","tblCEP","patient","184","patient = 184"
"Logic","Unexpected Record","tblCEP","patient","185","patient = 185"
"Logic","Unexpected Record","tblCEP","patient","186","patient = 186"
"Logic","Unexpected Record","tblCEP","patient","187","patient = 187"
"Logic","Unexpected Record","tblCEP","patient","188","patient = 188"
"Logic","Unexpected Record","tblCEP","patient","189","patient = 189"
"Logic","Unexpected Record","tblCEP","patient","190","patient = 190"
"Logic","Unexpected Record","tblCEP","patient","191","patient = 191"
"Logic","Unexpected Record","tblCEP","patient","192","patient = 192"
"Logic","Unexpected Record","tblCEP","patient","193","patient = 193"
"Logic","Unexpected Record","tblCEP","patient","194","patient = 194"
"Logic","Unexpected Record","tblCEP","patient","195","patient = 195"
"Logic","Unexpected Record","tblCEP","patient","196","patient = 196"
"Logic","Unexpected Record","tblCEP","patient","197","patient = 197"
"Logic","Unexpected Record","tblCEP","patient","198","patient = 198"
"Logic","Unexpected Record","tblCEP","patient","199","patient = 199"
"Logic","Unexpected Record","tblCEP","patient","200","patient = 200"
"Logic","Unexpected Record","tblCEP","patient","201","patient = 201"
"Logic","Unexpected Record","tblCEP","patient","202","patient = 202"
"Logic","Unexpected Record","tblCEP","patient","203","patient = 203"
"Logic","Unexpected Record","tblCEP","patient","204","patient = 204"
"Logic","Unexpected Record","tblCEP","patient","205","patient = 205"
"Logic","Unexpected Record","tblCEP","patient","206","patient = 206"
"Logic","Unexpected Record","tblCEP","patient","207","patient = 207"
"Logic","Unexpected Record","tblCEP","patient","208","patient = 208"
"Logic","Unexpected Record","tblCEP","patient","209","patient = 209"
"Logic","Unexpected Record","tblCEP","patient","210","patient = 210"
"Logic","Unexpected Record","tblCEP","patient","211","patient = 211"
"Logic","Unexpected Record","tblCEP","patient","212","patient = 212"
"Logic","Unexpected Record","tblCEP","patient","213","patient = 213"
"Logic","Unexpected Record","tblCEP","patient","214","patient = 214"
"Logic","Unexpected Record","tblCEP","patient",NA,"patient = NA"
"Table Structure","Unexpected Variable","tblDIS_TB","tbtx_d_a","",""
"Table Structure","Unexpected Variable","tblDIS_TB","forced_errors","",""
"Value Error","Unexpected Type","tblDIS_TB","tbtx_sd","117","tbtx_sd=2010-40-40&type=date"
"Value Error","Unexpected Type","tblDIS_TB","tbtx_ed","117","tbtx_ed=2010-40-40&type=date"
"Value Error","Unexpected Type","tblDIS_TB","tbdx_d","117","tbdx_d=2010-40-40&type=date"
"Logic","Out of Order","tblDIS_TB","tbtx_sd&tbtx_ed","114","tbtx_sd=2012-01-15&tbtx_ed=2010-01-14"
"Logic","Out of Order","tblDIS_TB","tbdx_d&tbtx_sd","116","tbdx_d=2010-02-16&tbtx_sd=2010-01-16"
"Value Error","Unexpected Code","tblDIS_TB","tbtx_sd_a","117","tbtx_sd_a=X"
"Value Error","Unexpected Code","tblDIS_TB","tbtx_ed_a","117","tbtx_ed_a=X"
"Value Error","Unexpected Code","tblDIS_TB","tbsite","115","tbsite=7"
"Value Error","Unexpected Code","tblDIS_TB","tbsite","116","tbsite=7"
"Value Error","Unexpected Code","tblDIS_TB","tbsite","117","tbsite=X"
"Value Error","Unexpected Code","tblDIS_TB","extra_site","117","extra_site=98"
"Value Error","Unexpected Code","tblDIS_TB","inh_res_y","117","inh_res_y=98"
"Value Error","Unexpected Code","tblDIS_TB","rif_res_y","117","rif_res_y=98"
"Value Error","Unexpected Code","tblDIS_TB","intermit","101","intermit=0"
"Value Error","Unexpected Code","tblDIS_TB","intermit","109","intermit=8"
"Value Error","Unexpected Code","tblDIS_TB","intermit","112","intermit=0"
"Value Error","Unexpected Code","tblDIS_TB","intermit","117","intermit=98"
"Value Error","Unexpected Code","tblDIS_TB","tb_outcome","117","tb_outcome=98"
"Value Error","Unexpected Code","tblDIS_TB","extra_site","117","extra_site=98"
"Table Structure","Unexpected Variable","tblLAB_BP","forced_errors","",""
"Value Error","Unexpected Type","tblLAB_BP","bp_d","146","bp_d=X&type=date"
"Value Error","Unexpected Type","tblLAB_BP","bp_u","146","bp_u=x&type=numeric"
"Value Error","Unexpected Code","tblLAB_BP","bp_d_a","146","bp_d_a=X"
"Value Error","Unexpected Code","tblLAB_BP","bp_u","146","bp_u=x"
"Logic","Out of Range","tblLAB_BP","bp_sys mmHg","100","bp_sys=79 mmHg"
"Logic","Out of Range","tblLAB_BP","bp_sys mmHg","1103","bp_sys=3 mmHg"
"Logic","Out of Range","tblLAB_BP","bp_sys mmHg","1100","bp_sys=500 mmHg"
"Logic","Out of Range","tblLAB_BP","bp_sys mmHg","2100","bp_sys=500 mmHg"
"Logic","Out of Range","tblLAB_BP","bp_dia mmHg","1100","bp_dia=20 mmHg"
"Logic","Out of Range","tblLAB_BP","bp_dia mmHg","1103","bp_dia=2 mmHg"
"Logic","Out of Range","tblLAB_BP","bp_dia mmHg","2100","bp_dia=20 mmHg"
"Logic","Out of Range","tblLAB_BP","bp_sys cmHg","101","bp_sys=5 cmHg"
"Logic","Out of Range","tblLAB_BP","bp_sys cmHg","2103","bp_sys=3 cmHg"
"Logic","Out of Range","tblLAB_BP","bp_sys cmHg","1101","bp_sys=500 cmHg"
"Logic","Out of Range","tblLAB_BP","bp_sys cmHg","2101","bp_sys=500 cmHg"
"Logic","Out of Range","tblLAB_BP","bp_dia cmHg","2103","bp_dia=2 cmHg"
"Logic","Out of Range","tblLAB_BP","bp_dia cmHg","101","bp_dia=80 cmHg"
"Logic","Out of Range","tblLAB_BP","bp_sys kPa","102","bp_sys=2 kPa"
"Logic","Out of Range","tblLAB_BP","bp_sys kPa","2102","bp_sys=120 kPa"
"Logic","Out of Range","tblLAB_BP","bp_dia kPa","1102","bp_dia=5 kPa"
"Logic","Out of Range","tblLAB_BP","bp_dia kPa","2102","bp_dia=5 kPa"
"Logic","Out of Range","tblLAB_BP","bp_dia kPa","102","bp_dia=80 kPa"
"Table Structure","Unexpected Variable","tblLAB_VIRO","forced_errors","",""
"Value Error","Unexpected Type","tblLAB_VIRO","vs_d","146","vs_d=X&type=date"
"Logic","Out of Order","tblLAB_VIRO & tblBAS","birth_d&vs_d","100","birth_d=2001-01-02&vs_d=1999-01-01"
"Logic","Out of Order","tblLAB_VIRO & tblLTFU","vs_d&death_d","1000","vs_d=2005-06-07&death_d=2000-01-01"
"Logic","Out of Order","tblLAB_VIRO & tblLTFU","vs_d&l_alive_d","1000","vs_d=2005-06-07&l_alive_d=2002-04-15"
"Logic","Date in the Future","tblLAB_VIRO","vs_d","147","databaseclose=2013-12-01&vs_d=2015-06-06"
"Value Error","Unexpected Type","tblLAB_VIRO","vs_r","146","vs_r=X&type=numeric"
"Value Error","Unexpected Type","tblLAB_VIRO","vs_u","146","vs_u=x&type=numeric"
"Value Error","Unexpected Code","tblLAB_VIRO","vs_d_a","146","vs_d_a=X"
"Value Error","Unexpected Code","tblLAB_VIRO","vs_id","146","vs_id=x"
"Value Error","Unexpected Code","tblLAB_VIRO","vs_st","146","vs_st=Z"
"Table Structure","Unexpected Variable","tblLAB_RES","forced_errors","",""
"Value Error","Unexpected Type","tblLAB_RES","sample_d","146","sample_d=X&type=date"
"Value Error","Unexpected Type","tblLAB_RES","sample_d","147","sample_d=X&type=date"
"Logic","Date in the Future","tblLAB_RES","sample_d","148","databaseclose=2013-12-01&sample_d=2015-06-06"
"Value Error","Unexpected Type","tblLAB_RES","testtype","146","testtype=a&type=numeric"
"Value Error","Unexpected Type","tblLAB_RES","virustype","146","virustype=b&type=numeric"
"Value Error","Unexpected Code","tblLAB_RES","sample_d_a","146","sample_d_a=X"
"Value Error","Unexpected Code","tblLAB_RES","sample_d_a","147","sample_d_a=X"
"Value Error","Unexpected Code","tblLAB_RES","testtype","146","testtype=a"
"Value Error","Unexpected Code","tblLAB_RES","testtype","147","testtype=999"
"Value Error","Unexpected Code","tblLAB_RES","virustype","146","virustype=b"
"Value Error","Unexpected Code","tblLAB_RES","virustype","147","virustype=999"
"Table Structure","Unexpected Variable","tblLAB_RES_LVL_2","forced_errors","",""
"Value Error","Unexpected Code","tblLAB_RES_LVL_2","gene","x","gene=xx"
"Value Error","Unexpected Code","tblLAB_RES_LVL_2","gene","x","gene=xx"
"Value Error","Unexpected Type","tblLAB_RES_LVL_2","aa_pos","x","aa_pos=x&type=numeric"
"Value Error","Unexpected Type","tblLAB_RES_LVL_2","aa_pos","x","aa_pos=x1&type=numeric"
"Value Error","Unexpected Code","tblLAB_RES_LVL_2","aa_pos_sub","x","aa_pos_sub=9"
"Value Error","Unexpected Code","tblLAB_RES_LVL_2","aa_pos_sub","x","aa_pos_sub=9"
"Table Structure","Unexpected Variable","tblLAB_RES_LVL_3","forced_errors","",""
"Value Error","Unexpected Code","tblLAB_RES_LVL_3","res_scor_id","x","res_scor_id=x"
"Value Error","Unexpected Code","tblLAB_RES_LVL_3","atc_code","x","atc_code=xx"
"Table Structure","Unexpected Variable","tblMED","forced_errors","",""
"Value Error","Unexpected Type","tblMED","med_sd","217","med_sd=X&type=date"
"Value Error","Unexpected Type","tblMED","med_ed","217","med_ed=X&type=date"
"Logic","Out of Order","tblMED & tblBAS","birth_d&med_sd","100","birth_d=2001-01-02&med_sd=1999-01-01"
"Logic","Out of Order","tblMED & tblBAS","birth_d&med_ed","100","birth_d=2001-01-02&med_ed=1999-01-01"
"Logic","Out of Order","tblMED & tblLTFU","med_sd&death_d","1000","med_sd=2010-02-06&death_d=2000-01-01"
"Logic","Out of Order","tblMED & tblLTFU","med_ed&death_d","1000","med_ed=2010-02-06&death_d=2000-01-01"
"Logic","Out of Order","tblMED","med_sd&med_ed","216","med_sd=2010-02-06&med_ed=2010-02-01"
"Logic","Date in the Future","tblMED","med_sd","214","databaseclose=2013-12-01&med_sd=2015-02-06"
"Logic","Date in the Future","tblMED","med_ed","214","databaseclose=2013-12-01&med_ed=2015-02-06"
"Value Error","Unexpected Code","tblMED","med_sd_a","217","med_sd_a=X"
"Value Error","Unexpected Code","tblMED","med_ed_a","217","med_ed_a=X"
"Value Error","Unexpected Code","tblMED","med_id","217","med_id=x"
"Value Error","Unexpected Code","tblMED","med_rs","172","med_rs=100"
"Value Error","Unexpected Code","tblMED","med_rs","217","med_rs=X"
"Value Error","Unexpected Code","tblMED","med_rs2","172","med_rs2=100"
"Value Error","Unexpected Code","tblMED","med_rs2","217","med_rs2=C"
"Value Error","Unexpected Code","tblMED","med_rs3","172","med_rs3=100"
"Value Error","Unexpected Code","tblMED","med_rs3","217","med_rs3=x"
"Value Error","Unexpected Code","tblMED","med_rs4","172","med_rs4=100"
"Value Error","Unexpected Code","tblMED","med_rs4","217","med_rs4=x"
"Value Error","Unexpected Code","tblMED","medstart_rs","217","medstart_rs=x"
"Value Error","Unexpected Type","tblMED","med_fr","217","med_fr=x&type=numeric"
"Logic","Out of Range","tblMED","med_fr","216","med_fr=-99"
"Logic","Out of Range","tblMED","med_fr","111","med_fr=100"
"Logic","Out of Range","tblMED","med_fr","1000","med_fr=100"
"Value Error","Unexpected Code","tblMED","med_do","100","med_do=0"
"Value Error","Unexpected Code","tblMED","med_do","211","med_do=6"
"Value Error","Unexpected Code","tblMED","med_do","215","med_do=x"
"Value Error","Unexpected Code","tblMED","med_do","217","med_do=x"
"Logic","Out of Range","tblMED","med_do","106","med_do=-1"
"Logic","Out of Range","tblMED","med_do","213","med_do= "
"Value Error","Unexpected Type","tblMED","dot_y","217","dot_y=x&type=numeric"
"Value Error","Unexpected Code","tblMED","dot_y","216","dot_y=99"
"Value Error","Unexpected Code","tblMED","dot_y","1000","dot_y=-1"
"Value Error","Unexpected Code","tblMED","dot_y","217","dot_y=x"
"Table Structure","Unexpected Variable","tblNEWBORN_ABNORM ","forced_errors","",""
"Value Error","Unexpected Code","tblNEWBORN_ABNORM ","abnorm1","100035","abnorm1=999"
"Value Error","Unexpected Code","tblNEWBORN_ABNORM ","abnorm2","100035","abnorm2=999"
"Value Error","Unexpected Code","tblNEWBORN_ABNORM ","abnorm3","100035","abnorm3=999"
"Value Error","Unexpected Code","tblNEWBORN_ABNORM ","abnorm4","100035","abnorm4=999"
"Value Error","Unexpected Code","tblNEWBORN_ABNORM ","abnorm5","100035","abnorm5=999"
"Logic","Missing Record","tblNEWBORN_ABNORM ","child_id","100035","child_id = 100035: child_id in tblNEWBORN_ABNORM is not found in tblNEWBORN"
"Logic","Missing Record","tblNEWBORN_ABNORM ","child_id","100010","child_id = 100010: child_id in tblNEWBORN_ABNORM is not found in tblNEWBORN with abnorm_y='1' "
"Logic","Missing Record","tblNEWBORN_ABNORM ","child_id","100011","child_id = 100011: child_id in tblNEWBORN_ABNORM is not found in tblNEWBORN with abnorm_y='1' "
"Logic","Missing Record","tblNEWBORN_ABNORM ","child_id","100012","child_id = 100012: child_id in tblNEWBORN_ABNORM is not found in tblNEWBORN with abnorm_y='1' "
"Logic","Missing Record","tblNEWBORN_ABNORM ","child_id","100013","child_id = 100013: child_id in tblNEWBORN_ABNORM is not found in tblNEWBORN with abnorm_y='1' "
"Logic","Missing Record","tblNEWBORN_ABNORM ","child_id","100014","child_id = 100014: child_id in tblNEWBORN_ABNORM is not found in tblNEWBORN with abnorm_y='1' "
"Logic","Missing Record","tblNEWBORN_ABNORM ","child_id","100015","child_id = 100015: child_id in tblNEWBORN_ABNORM is not found in tblNEWBORN with abnorm_y='1' "
"Logic","Missing Record","tblNEWBORN_ABNORM ","child_id","100016","child_id = 100016: child_id in tblNEWBORN_ABNORM is not found in tblNEWBORN with abnorm_y='1' "
"Logic","Missing Record","tblNEWBORN_ABNORM ","child_id","100017","child_id = 100017: child_id in tblNEWBORN_ABNORM is not found in tblNEWBORN with abnorm_y='1' "
"Logic","Missing Record","tblNEWBORN_ABNORM ","child_id","100018","child_id = 100018: child_id in tblNEWBORN_ABNORM is not found in tblNEWBORN with abnorm_y='1' "
"Logic","Missing Record","tblNEWBORN_ABNORM ","child_id","100019","child_id = 100019: child_id in tblNEWBORN_ABNORM is not found in tblNEWBORN with abnorm_y='1' "
"Logic","Missing Record","tblNEWBORN_ABNORM ","child_id","100027","child_id = 100027: child_id in tblNEWBORN_ABNORM is not found in tblNEWBORN with abnorm_y='1' "
"Logic","Missing Record","tblNEWBORN_ABNORM ","child_id","100028","child_id = 100028: child_id in tblNEWBORN_ABNORM is not found in tblNEWBORN with abnorm_y='1' "
"Logic","Missing Record","tblNEWBORN_ABNORM ","child_id","100029","child_id = 100029: child_id in tblNEWBORN_ABNORM is not found in tblNEWBORN with abnorm_y='1' "
"Logic","Missing Record","tblNEWBORN_ABNORM ","child_id","100030","child_id = 100030: child_id in tblNEWBORN_ABNORM is not found in tblNEWBORN with abnorm_y='1' "
"Logic","Missing Record","tblNEWBORN_ABNORM ","child_id","100031","child_id = 100031: child_id in tblNEWBORN_ABNORM is not found in tblNEWBORN with abnorm_y='1' "
"Logic","Missing Record","tblNEWBORN_ABNORM ","child_id","100032","child_id = 100032: child_id in tblNEWBORN_ABNORM is not found in tblNEWBORN with abnorm_y='1' "
"Logic","Missing Record","tblNEWBORN_ABNORM ","child_id","100033","child_id = 100033: child_id in tblNEWBORN_ABNORM is not found in tblNEWBORN with abnorm_y='1' "
"Logic","Missing Record","tblNEWBORN_ABNORM ","child_id","100034","child_id = 100034: child_id in tblNEWBORN_ABNORM is not found in tblNEWBORN with abnorm_y='1' "
"Logic","Missing Record","tblNEWBORN_ABNORM ","child_id","100035","child_id = 100035: child_id in tblNEWBORN_ABNORM is not found in tblNEWBORN with abnorm_y='1' "
"Logic","Missing Record","tblNEWBORN_ABNORM ","child_id","100036","child_id = 100036: child_id in tblNEWBORN_ABNORM is not found in tblNEWBORN with abnorm_y='1' "
"Table Structure","Unexpected Variable","tblNEWBORN","forced_errors","",""
"Value Error","Unexpected Code","tblNEWBORN","entry_pmtct_y","100036","entry_pmtct_y=999"
"Value Error","Unexpected Code","tblNEWBORN","breastfd_y","100036","breastfd_y=999"
"Value Error","Unexpected Code","tblNEWBORN","abnorm_y","100036","abnorm_y=9999"
"Value Error","Unexpected Type","tblNEWBORN","breastfd_dur","100026","breastfd_dur=x&type=numeric"
"Logic","Out of Range","tblNEWBORN","breastfd_dur","100024","breastfd_dur=-1"
"Logic","Missing Record","tblNEWBORN","child_id","100040","child_id = 100040 child_id with abnorm_y='1' not found in tblNEWBORN_ABNORM"
"Table Structure","Unexpected Variable","tblPREG_OUT","forced_errors","",""
"Value Error","Unexpected Type","tblPREG_OUT","outcom_d","1007","outcom_d=x&type=date"
"Logic","Out of Order","tblPREG_OUT & tblLTFU","outcom_d&death_d","1000","outcom_d=2014-01-01&death_d=2000-01-01"
"Value Error","Unexpected Type","tblPREG_OUT","outcom","1007","outcom=x&type=numeric"
"Logic","Out of Range","tblPREG_OUT","preg_seq","1007","preg_seq=99"
"Value Error","Unexpected Code","tblPREG_OUT","outcom","1007","outcom=x"
"Value Error","Unexpected Code","tblPREG_OUT","outcom_d_a","1007","outcom_d_a=x"
"Logic","Out of Range","tblPREG_OUT","b_gagew","1007","b_gagew=99"
"Logic","Unexpected Record","tblPREG_OUT","mother_id_preg_seq","1006","mother_id_preg_seq = mother_id: 1006 / preg_seq:  7"
"Logic","Unexpected Record","tblPREG_OUT","mother_id_preg_seq","1007","mother_id_preg_seq = mother_id: 1007 / preg_seq:  99"
"Logic","Unexpected Record","tblPREG_OUT","mother_id_preg_seq","1008","mother_id_preg_seq = mother_id: 1008 / preg_seq:  7"
"Table Structure","Unexpected Variable","tblPREG","forced_errors","",""
"Logic","Out of Order","tblPREG & tblLTFU","mens_d&death_d","1000","mens_d=2013-04-01&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","mens_d&death_d","1000","mens_d=2013-04-02&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","mens_d&death_d","1000","mens_d=2013-04-03&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","mens_d&death_d","1000","mens_d=2013-04-05&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","mens_d&death_d","1000","mens_d=2013-04-06&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","mens_d&death_d","1000","mens_d=2013-04-07&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","mens_d&death_d","1000","mens_d=2013-04-08&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","mens_d&death_d","1000","mens_d=2013-04-12&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","mens_d&death_d","1000","mens_d=2013-04-13&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","mens_d&death_d","1000","mens_d=2013-04-14&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","mens_d&death_d","1000","mens_d=2013-04-15&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","mens_d&death_d","1010","mens_d=2013-04-01&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","mens_d&death_d","1010","mens_d=2013-04-02&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","mens_d&death_d","1010","mens_d=2013-04-03&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","mens_d&death_d","1010","mens_d=2013-04-05&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","mens_d&death_d","1010","mens_d=2013-04-06&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","mens_d&death_d","1010","mens_d=2013-04-07&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","mens_d&death_d","1010","mens_d=2013-04-08&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","mens_d&death_d","1010","mens_d=2013-04-12&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","mens_d&death_d","1010","mens_d=2013-04-13&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","mens_d&death_d","1010","mens_d=2013-04-14&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","mens_d&death_d","1010","mens_d=2013-04-15&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","mens_d&death_d","1015","mens_d=2013-04-01&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","mens_d&death_d","1015","mens_d=2013-04-02&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","mens_d&death_d","1015","mens_d=2013-04-03&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","mens_d&death_d","1015","mens_d=2013-04-05&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","mens_d&death_d","1015","mens_d=2013-04-06&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","mens_d&death_d","1015","mens_d=2013-04-07&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","mens_d&death_d","1015","mens_d=2013-04-08&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","mens_d&death_d","1015","mens_d=2013-04-12&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","mens_d&death_d","1015","mens_d=2013-04-13&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","mens_d&death_d","1015","mens_d=2013-04-14&death_d=2000-01-01"
"Logic","Out of Order","tblPREG & tblLTFU","mens_d&death_d","1015","mens_d=2013-04-15&death_d=2000-01-01"
